Hoxb1		embryonic day 10.5	17	rhombomere 04	Present
Hoxb1		embryonic day 10.5	17	rhombomere 04	Present
Gtf2ird1		embryonic day 13.5	21	liver	Strong
Cyp26c1		embryonic day 8.5	13	future rhombencephalon	Present
Pax6		embryonic day 11.5	19	myelencephalon	Present
Tbx6	Tbx6<rv> / Tbx6<rv>	embryonic day 9.5	15	tail paraxial mesenchyme	Weak
Pax6		postnatal newborn	27	corpus striatum	Absent
Smad2		postnatal newborn	27	corpus striatum	Absent
Foxa2		postnatal adult	28	pharynx	Present
Nog		embryonic day 10.5	17	1st branchial arch mandibular component ectoderm	Present
Pax6	Pax6<Sey> / Pax6<Sey>	embryonic day 12.5	20	cerebral cortex	Present
Wnt1		embryonic day 12.5	20	hindbrain	Present
Grhl3		embryonic day 15.5	23	cardiac muscle	Weak
Shh		embryonic day 12.5	20	notochord	Present
Foxa2		embryonic day 7.5	11	embryo endoderm	Present
Foxa2		embryonic day 7.5	11	embryo ectoderm	Present
Foxa2		embryonic day 7.5	11	embryo mesoderm	Present
Hoxa1		embryonic day 8.5	13	neural ectoderm	Present
Wnt3a		embryonic day 12.5	20	hypothalamus ventricular layer	Ambiguous
Irx3		embryonic day 10.5	17	neural tube	Present
Dll1		embryonic day 14.5	23	vertebral axis muscle system	Moderate
Hey2		embryonic day 14.5	23	skin	Moderate
Bmp4		embryonic day 14.5	23	hindbrain meninges	Moderate
Fgf15		embryonic day 14.5	23	rest of cerebellum mantle layer	Strong
Fgf8		embryonic day 14.5	23	midbrain ventricular layer	Weak
Dach1		embryonic day 14.5	23	midbrain ventricular layer	Strong
Shh		embryonic day 14.5	23	midgut	Strong
Sox2		embryonic day 14.5	23	oesophagus	Strong
Prrx1		embryonic day 10.5	17	urogenital system	Strong
Gtf2ird1	Gtf2ird1<tm2Hrd> / Gtf2ird1<+>	embryonic day 17.5	25	brown fat	Strong
Sox9	Pbx1<tm1Mlc> / Pbx1<tm1Mlc>	embryonic day 15.5	23	rib	Weak
Bmp4	Rbl2<tm1Tyj> / Rbl2<+> ; Rbl1<tm1Tyj> / Rbl1<+>	embryonic day 18.5	26	hair follicle	Present
Twist1		embryonic day 9.5	15	head mesenchyme derived from head mesoderm	Present
Foxa2		embryonic day 14.5	22	spleen primordium	Absent
Gbx2		embryonic day 14.5	22	diencephalon	Strong
Gbx2		embryonic day 14.5	22	labyrinth	Absent
Tbx6		embryonic day 14.5	22	hindbrain	Absent
Grhl3		embryonic day 14.5	22	urethra	Absent
Epha7		embryonic day 14.5	22	cerebral cortex	Moderate
Epha7		embryonic day 14.5	22	vibrissa follicle	Strong
Rarb		embryonic day 14.5	22	forelimb interdigital region	Present
Irx3		embryonic day 13.5	21	left lung epithelium	Strong
Dlx2		embryonic day 10.5	17	spinal ganglion	Present
Bmp2		embryonic day 9.0	14	midgut	Present
Bmp7		embryonic day 14.5	22	cardiac muscle	Present
Shh		embryonic day 14.5	22	intestine epithelium	Present
Bmp7	Bmp7<tm2Rob> / Bmp7<+>	embryonic day 13.5	21	distal urethral epithelium	Strong
Foxa2		embryonic day 11.0	18	thyroid gland	Absent
Tfap2a		embryonic day 11.5	19	glossopharyngeal IX superior ganglion	Weak
Tfap2a		embryonic day 11.5	19	heart	Absent
Itga6		embryonic day 12.5	20	mesonephros	Absent
Itga6		embryonic day 12.5	20	metanephros	Absent
Nog		embryonic day 10-10.5	16	notochord	Present
Shh		embryonic day 10.5	17	forebrain	Present
Prrx2		embryonic day 17.5	25	heart mesentery	Present
Bmp2		embryonic day 12.5	20	testis	Absent
Sox9		embryonic day 15.5	23	late tubule	Absent
Shh		embryonic day 12.5	20	primitive ureter	Present
Cdh11		embryonic day 15.5	23	renal medulla	Present
Wnt1		embryonic day 17.0	25	vasculature of seminal vesicle	Present
Snai1		embryonic day 17.0	25	mesenchymal pad of pelvic urethra of female	Absent
Cdh1		embryonic day 17.0	25	urothelium of ventral pelvic urethra of male	Present
Rarb		embryonic day 17.5	26	outer medullary collecting duct	Absent
Cdh1		embryonic day 17.5	26	outer medulla	Present
Fgf4		embryonic day 18.5	26	lower jaw molar enamel organ	Trace
Crabp1		embryonic day 12.5	20	mandibular process	Present
Crabp1	Aldh1a2<tm1Ipc> / Aldh1a2<tm1Ipc>	embryonic day 8.25	13	rhombomere 02	Present
Hoxb1	Hoxa1<tm1Mrc> / Hoxa1<tm1Mrc>	embryonic day 8.75	13	rhombomere 04	Present
Smad2		embryonic day 7.25	11	embryo	Present
Smad2		embryonic day 7.25	11	embryo	Present
Smad2		embryonic day 7.25	11	extraembryonic component	Present
Smad2		embryonic day 7.25	11	extraembryonic component	Present
Sdc1	Msx1<tm1Rilm> / Msx1<tm1Rilm>	embryonic day 13.5	21	lower jaw incisor mesenchyme	Present
Sdc1	Msx1<tm1Rilm> / Msx1<tm1Rilm>	embryonic day 13.5	21	lower jaw molar mesenchyme	Present
Otx2	Map4k4<tm1Eys> / Map4k4<tm1Eys>	embryonic day 8.5	13	future midbrain	Present
Otx2	Map4k4<tm1Eys> / Map4k4<tm1Eys>	embryonic day 8.5	13	future prosencephalon	Present
Crabp2		embryonic day 10.5	17	olfactory pit	Present
Crabp1		embryonic day 8.5	13	rhombomere 04	Very strong
Otx2	Nodal<tm1Mku> / Nodal<tm1.1Mku>	embryonic day 8.5	13	head	Weak
Gbx2		embryonic day 8.25	13	embryo	Present
Smad2		embryonic day 12.5	20	arterial system	Present
Smad2		embryonic day 12.5	20	heart endocardial lining	Absent
Gtf2ird1		embryonic day 1.0	2	two-cell stage embryo	Present
Gtf2ird1		embryonic day 11.5	19	skeleton	Moderate
Robo3		embryonic day 11.5	19	midbrain roof plate	Present
Cdh11		embryonic day 18.5	26	iris	Present
Hhex		embryonic day 13.5	21	corpus striatum	Absent
Hey1		embryonic day 13.5	21	brain ventricular layer	Present
Prrx1		postnatal newborn	27	hindbrain	Absent
Mtf2		postnatal newborn	27	head	Absent
Cdx4		embryonic day 13.5	21	retina	Absent
Dlx2	Dlx2<tm1Fsh> / Dlx2<+>	embryonic day 18.5	26	olfactory bulb	Present
Fgf8		embryonic day 8.5	14	prosencephalon	Present
Fgf8		embryonic day 11.5	19	forelimb bud	Present
Hoxb9	Cdx1<tm1Pgr> / Cdx1<tm1Pgr> ; Cdx2<tm1Fbe> / Cdx2<+>	embryonic day 9.5	15	trunk somite	Present
Fgf8	Txnrd1<tm1.1Ees> / Txnrd1<tm1.1Ees>	embryonic day 7.5	11	extraembryonic visceral endoderm	Present
T		embryonic day 5.5	7	embryo	Absent
Aldh1a2		embryonic day 10.0	16	trunk mesenchyme	Strong
Bmp2		embryonic day 13.5	21	limb mesenchyme	Present
Bmp2		embryonic day 13.5	21	limb mesenchyme	Present
Bmp4		embryonic day 16.5	24	hypothalamus mantle layer	Ambiguous
Bmp4		embryonic day 16.5	24	hypothalamus mantle layer	Ambiguous
Otx2		embryonic day 11.5	19	diencephalon lateral wall mantle layer	Ambiguous
Otx2		embryonic day 11.5	19	diencephalon lateral wall mantle layer	Ambiguous
Kit	Sox10<tm1Weg> / Sox10<+>	embryonic day 11.5	19	embryo mesenchyme derived from neural crest	Present
Fgf8		embryonic day 9.0	14	branchial arch endoderm	Present
Evx1		embryonic day 14.5	23	pons mantle layer	Moderate
Sox9		embryonic day 14.5	23	femur	Moderate
Olfm1		embryonic day 14.5	23	midbrain	Moderate
Olfm1		embryonic day 14.5	23	midbrain	Moderate
Crabp2		embryonic day 14.5	23	spinal cord ventral grey horn	Moderate
Hey1		embryonic day 14.5	23	maxilla	Moderate
Hey1		embryonic day 14.5	23	mandible	Moderate
Fst		embryonic day 14.5	23	tongue skeletal muscle	Strong
Bmp4		embryonic day 14.5	23	midbrain meninges	Moderate
Itga6		embryonic day 14.5	23	rectum	Moderate
Cdh1		embryonic day 14.5	23	vertebral axis muscle system	Strong
Prrx1		embryonic day 14.5	23	middle ear mesenchyme	Moderate
Ephb3		embryonic day 14.5	23	trigeminal V ganglion	Moderate
Prrx2		embryonic day 14.5	23	maxilla	Moderate
Foxd3		embryonic day 14.5	23	pons mantle layer	Weak
Hoxb7		embryonic day 14.5	22	limb	Absent
Lhx5		postnatal day 42	28	brainstem	Strong
Lhx5		postnatal day 42	28	brainstem	Strong
Lhx5		postnatal day 42	28	brainstem	Strong
Lhx5		postnatal day 42	28	brainstem	Strong
Lhx5		postnatal day 42	28	brainstem	Strong
Pax6		postnatal day 7	28	brainstem	Present
Pax6		postnatal day 7	28	brainstem	Present
Pax6		postnatal day 7	28	brainstem	Present
Pecam1		postnatal day 42	28	brainstem	Present
Pecam1		postnatal day 42	28	brainstem	Present
Pecam1		postnatal day 42	28	brainstem	Present
Pecam1		postnatal day 42	28	brainstem	Present
Pecam1		postnatal day 42	28	brainstem	Present
Dmbx1		postnatal day 7	28	brainstem	Present
Dmbx1		postnatal day 7	28	brainstem	Present
Dmbx1		postnatal day 7	28	brainstem	Present
Gtf2ird1	Gtf2ird1<tm2Hrd> / Gtf2ird1<+>	embryonic day 10.5	17	septum transversum	Present
Gtf2ird1	Gtf2ird1<tm2Hrd> / Gtf2ird1<+>	embryonic day 10.5	17	heart	Present
Gtf2ird1	Gtf2ird1<tm2Hrd> / Gtf2ird1<+>	embryonic day 10.5	17	Rathke's pouch	Present
Hoxb1	Pbx1<tm1Mlc> / Pbx1<tm1Mlc>	embryonic day 11.5	19	hindbrain	Present
Dll1	Neurog1<tm1And> / Neurog1<tm1And>	embryonic day 10.0	15	olfactory placode	Present
Pdgfra		embryonic day 14.5	22	palatal shelf	Strong
Cdh1		embryonic day 14.5	22	genital tubercle	Strong
Tbx6		embryonic day 14.5	22	gland	Absent
Sik1		embryonic day 14.5	22	piriform cortex	Weak
Sik1		embryonic day 14.5	22	nose	Moderate
Aldh1a2		embryonic day 10.5	17	mesonephros mesenchyme	Present
Itga4		embryonic day 9.0	14	septum transversum	Present
Bmp7	Bmp7<tm2Rob> / Bmp7<+>	embryonic day 17.5	25	female reproductive system	Present
Sox2		embryonic day 16.5	24	molar enamel organ	Strong
Sox2		embryonic day 16.5	24	molar enamel organ	Strong
Gata4		embryonic day 10.0-10.5	16	endocardial cushion tissue	Present
Otx2		embryonic day 7.5	11	neural ectoderm	Present
Fgf4		embryonic day 12.5	20	footplate	Ambiguous
Cdh11		embryonic day 7.5	11	embryo mesoderm	Present
Hhex	Pax8<tm1Pgr> / Pax8<tm1Pgr>	embryonic day 9.0	14	thyroid primordium	Present
Pdgfra	Etn2<Sd> / Etn2<+>	embryonic day 13.0	21	embryo	Present
Mafb		embryonic day 15.5	23	ureter	Absent
Cdh1		embryonic day 15.5	23	ureter	Absent
Bmp7		embryonic day 15.5	23	ureteric trunk	Absent
Fst		embryonic day 13.5	21	mesenchyme of rest of paramesonephric duct of female	Absent
Dll1		postnatal day 4	27	renal cortex	Present
Snai1		embryonic day 17.0	25	vagina upper part	Present
Rarb		embryonic day 17.5	26	inner medullary interstitium	Present
T	Col2a1<tm1.1Ksec> / Col2a1<+>	embryonic day 7.75	11	embryo mesoderm	Present
T	Wnt5a<tm1Amc> / Wnt5a<tm1Amc> ; Lrp6<Gt(Ex187)Byg> / Lrp6<+>	embryonic day 8.75-9.0	14	unsegmented mesenchyme	Present
Pax6		embryonic day 12.5	20	telencephalon	Present
Pax6		embryonic day 12.5	20	telencephalon	Present
Pax6		embryonic day 12.5	20	telencephalon	Present
Sox2		embryonic day 12.5	20	telencephalon	Present
Sox2		embryonic day 12.5	20	telencephalon	Present
Shh		embryonic day 10.5	17	forelimb bud mesenchyme	Strong
Shh		embryonic day 10.5	17	hindlimb bud mesenchyme	Strong
Bmp7		embryonic day 7.5	11	embryo mesoderm	Present
Dll1		embryonic day 10.5	17	dorsal root ganglion	Present
Foxa2	Smad5<tm1Zuk> / Smad5<tm1Zuk>	embryonic day 7.5	11	node	Present
Foxa2	Smad5<tm1Zuk> / Smad5<tm1Zuk>	embryonic day 7.5	11	extraembryonic visceral endoderm	Present
T		embryonic day 7.5	11	embryo ectoderm	Absent
T		embryonic day 7.5	11	ectoplacental cone	Absent
T		embryonic day 7.5	11	parietal endoderm	Absent
T		embryonic day 7.5	11	extraembryonic visceral endoderm	Absent
T		embryonic day 7.5	11	chorion ectoderm	Absent
Kdr		embryonic day 7.5	11	embryo mesoderm	Present
T	T<Wis> / T<Wis>	embryonic day 7.3	11	embryo mesoderm	Absent
Kit		embryonic day 11.5	19	embryo	Present
Myl2		embryonic day 9.5	15	common atrial chamber cardiac muscle	Absent
Pecam1	Tal1<tm1Wehi> / Tal1<tm1Wehi>	embryonic day 9.5	15	extraembryonic vascular system	Present
Bmp4		embryonic day 10.5	17	latero-nasal process	Present
Bmp4		embryonic day 10.5	17	medial-nasal process	Present
Bmp4		embryonic day 10.5	17	1st branchial arch mandibular component	Present
Bmp4		embryonic day 10.5	17	1st branchial arch maxillary component	Present
Sik1		embryonic day 9.5	15	ear	Absent
Sik1		embryonic day 9.5	15	ear	Absent
Gtf2ird1		embryonic day 9.5	15	branchial arch	Present
Gtf2ird1		embryonic day 9.5	15	limb	Present
Sox9		embryonic day 13.5	21	testicular cords	Present
Sox9		embryonic day 13.5	21	testicular cords	Present
Pax6		embryonic day 15.5	23	spinal cord ventricular layer	Present
Bmp4		embryonic day 10.0	16	otocyst epithelium	Present
Foxa2		embryonic day 9.5	15	septum transversum hepatic component	Present
Dach1		embryonic day 8.25	13	1st branchial arch	Present
Dach1		embryonic day 8.25	13	2nd branchial arch	Present
Gpc4		embryonic day 8.5	13	neural plate	Present
Bmp4	Bmp7<tm1Rob> / Bmp7<tm1Rob> ; Twsg1<tm1Emdr> / Twsg1<tm1Emdr>	embryonic day 9.0	14	tail bud	Weak
Gata4		embryonic day 9.5	15	septum transversum	Strong
Fgf8		embryonic day 9.5	15	tail	Present
Shh	Dll3<pu> / Dll3<pu>	embryonic day 9.5	15	notochord	Present
Fut4		embryonic day 12.5	20	germ cell	Present
Fut4		embryonic day 12.5	20	germ cell	Present
Pecam1	Map3k3<tm1Bisu> / Map3k3<tm1Bisu>	embryonic day 9.5	15	extraembryonic vascular system	Present
Pax6	Shisa2<tm1Sia> / Shisa2<tm1Sia>	embryonic day 9.5	15	future forebrain	Present
Wnt1		embryonic day 14.5	22	spinal cord	Present
Ncam1	Isl1<tm1Tmj> / Isl1<+>	embryonic day 9.5	15	neural tube lateral wall	Present
Kit		embryonic day 11.5	19	head mesenchyme derived from neural crest	Present
Fgf15		embryonic day 11.5	19	diencephalon	Present
Crabp1		embryonic day 10.0	16	limb mesenchyme	Present
Otx2		embryonic day 14.5	23	diencephalon lateral wall ventricular layer	Moderate
Evx1		embryonic day 14.5	23	pons mantle layer	Strong
Gpc4		embryonic day 14.5	23	telencephalon ventricular layer	Strong
Gpc4		embryonic day 14.5	23	tongue skeletal muscle	Moderate
Epha7		embryonic day 14.5	23	upper jaw molar	Moderate
Bmp4		embryonic day 14.5	23	telencephalon meninges	Moderate
Six1		embryonic day 14.5	23	diaphragm	Weak
Irx3		embryonic day 14.5	23	pons ventricular layer	Weak
Sox1		embryonic day 14.5	23	rest of cerebellum ventricular layer	Moderate
Six1		embryonic day 8.0	12	embryo ectoderm	Present
Pax6		embryonic day 12.5	20	diencephalon	Present
Pecam1	Mef2c<tm1Eno> / Mef2c<tm1Eno>	embryonic day 9.5	15	arterial system	Present
T		embryonic day 8.5	13	notochordal plate	Present
T	T<Wis> / T<+>	embryonic day 10.5	17	notochord	Present
Bmp4		postnatal day 7	28	thalamus	Present
Bmp4		postnatal day 7	28	thalamus	Present
Bmp4		postnatal day 7	28	thalamus	Present
Ephb2		postnatal day 7	28	midbrain	Present
Ephb2		postnatal day 7	28	midbrain	Present
Ephb2		postnatal day 7	28	midbrain	Present
Kdr	Kdr<tm1Jrt> / Kdr<+>	embryonic day 8.5	13	dorsal aorta	Present
Kdr	Kdr<tm1Jrt> / Kdr<+>	embryonic day 8.5	13	dorsal aorta	Present
Kdr	Kdr<tm1Jrt> / Kdr<+>	embryonic day 8.5	13	vitelline artery	Present
Kdr	Kdr<tm1Jrt> / Kdr<+>	embryonic day 8.5	13	vitelline artery	Present
Bmp2		embryonic day 12.5	20	limb	Present
Fgf8	Cyp26a1<tm1.1Ptk> / Cyp26a1<tm1.1Ptk>	embryonic day 9.5	15	tail mesenchyme	Weak
Itga4		embryonic day 14.5	22	ear	Weak
Gbx2		embryonic day 14.5	22	neocortex	Absent
Gbx2		embryonic day 14.5	22	cardiovascular system	Absent
Pdgfra		embryonic day 14.5	22	ureter	Moderate
Grhl3		embryonic day 14.5	22	axial skeleton	Absent
Cdh11		embryonic day 14.5	22	medulla oblongata	Strong
Grhl2		embryonic day 14.5	22	ureter	Weak
Bmpr1b		embryonic day 10.5	17	lung	Absent
Sox1		embryonic day 8.5	13	neural ectoderm	Present
Sox1		embryonic day 8.5	13	future rhombencephalon	Present
Sox1		embryonic day 8.5	13	future spinal cord neural tube	Present
Fgf8	Gli3<Xt> / Gli3<Xt>	embryonic day 11.5	19	forelimb bud apical ectodermal ridge	Present
Fgf8		embryonic day 13.5	21	midbrain-hindbrain junction	Absent
Bmpr1b		embryonic day 9.5	15	somite	Present
Itga6		embryonic day 10.5	17	primitive ventricle	Strong
Nog	Nog<tm1Amc> / Nog<+>	embryonic day 8.5	13	notochord	Present
Otx2		embryonic day 8.5	13	future brain	Present
Shh		embryonic day 12.5	20	genital tubercle	Present
Shh		embryonic day 12.5	20	urethral plate	Present
Six1	Six1<tm1Mair> / Six1<+>	embryonic day 12.5	20	dorsal root ganglion	Present
Pdgfra	Pdgfra<tm11(EGFP)Sor> / Pdgfra<+>	embryonic day 4.5	6	polar trophectoderm	Present
Bmp2		embryonic day 10.5	17	urogenital system gonadal component	Present
Cdh11		embryonic day 12.5	20	cap mesenchyme	Present
Bmp7		embryonic day 15.5	23	ureter	Absent
Meox1		embryonic day 15.5	23	renal interstitium	Absent
Dll1		postnatal day 4	27	renal cortical vasculature	Absent
Twist1		embryonic day 17.0	25	developing vasculature of lower part of vagina	Absent
Hey2		postnatal day 84	28	extraglomerular mesangium	Absent
Cdh11		postnatal day 84	28	smooth muscle layer of renal vein	Absent
Bmp4	Wnt5a<tm1Amc> / Wnt5a<tm1Amc>	embryonic day 14.5	22	molar enamel organ	Present
Sox9	Sox9<tm1Haak> / Sox9<+>	embryonic day 12.5	20	testis	Strong
Sox9	Sox9<tm1Haak> / Sox9<+>	embryonic day 11.5	19	gonad primordium	Present
Pecam1	Otulin<m3Sapc> / Otulin<m3Sapc>	embryonic day 11.0	18	blood vessel	Present
Bmp4		embryonic day 6.5	9	embryo	Absent
Bmp4		embryonic day 6.5	9	extraembryonic component	Absent
Fgf8		embryonic day 10.5	17	1st branchial arch mandibular component	Present
Fgf8		embryonic day 10.5	17	1st branchial arch maxillary component	Present
Snai2		embryonic day 9.5	15	forelimb bud	Present
Foxa2		embryonic day 8.5	13	neural plate	Present
Foxa2		embryonic day 8.5	13	future spinal cord neural tube	Present
Itga4		embryonic day 11.5	19	visceral pericardium	Present
T		embryonic day 13.0	21	tail	Present
Crabp1		embryonic day 9.5	15	head mesenchyme	Present
Pax6		embryonic day 17.5	25	iris	Present
Otx2		embryonic day 8.0	12	future brain	Present
Egr2		embryonic day 10.0	16	rhombomere 05	Present
Pax6		embryonic day 10.5	17	telencephalon	Present
Pdgfra		embryonic day 17.5	25	lung	Present
Smad2		embryonic day 12.5	20	liver	Moderate
Wnt1	Emx2<tm1Pgr> / Emx2<tm1Pgr>	embryonic day 12.5	20	telencephalon	Strong
Hhex		embryonic day 13.5	21	hindbrain	Present
Hoxb2		embryonic day 13.5	21	corpus striatum	Absent
Hoxa3		postnatal newborn	27	cranial ganglion	Absent
Hoxa3		postnatal newborn	27	dorsal root ganglion	Absent
Six1		postnatal newborn	27	cerebral cortex	Absent
Gbx2		postnatal newborn	27	corpus striatum	Present
Foxa2		postnatal adult	28	thyroid gland	Strong
Hoxb9		embryonic day 12.5	20	metanephros mesenchyme	Strong
Fgf15		postnatal day 6	28	central nervous system	Absent
Wnt3a		postnatal day 6-7	28	retina inner nuclear layer	Weak
Meox1		embryonic day 8.5	13	intermediate mesenchyme	Strong
Meox1		embryonic day 8.5	13	lateral plate mesenchyme	Strong
Meox1		embryonic day 8.5	13	somite	Strong
Sox9		embryonic day 12.5	20	gonad	Present
Gtf2ird1		embryonic day 11.5	19	lung epithelium	Absent
Gtf2ird1		embryonic day 11.5	19	intestine	Absent
Otx2	Otx2<tm1Pas> / Otx2<+>	embryonic day 5.75	8	epiblast	Present
Otx2	Otx2<tm1Pas> / Otx2<+>	embryonic day 5.75	8	extraembryonic visceral endoderm	Present
Gata4		embryonic day 14.0	22	coelomic epithelium of testis	Present
Gata4		embryonic day 14.0	22	germ cell of testis	Present
Gata4		embryonic day 14.0	22	primitive seminiferous tubules	Present
Tfap2a	Tulp3<tm1Jng> / Tulp3<tm1Jng>	embryonic day 9.5	15	future rhombencephalon	Present
Dlx2		embryonic day 12.5	20	telencephalon	Present
Sox9		embryonic day 14.5	23	pharyngo-tympanic tube	Strong
Sox9		embryonic day 14.5	23	lung	Moderate
Crabp2		embryonic day 14.5	23	lower jaw incisor	Strong
Epha7		embryonic day 14.5	23	hindlimb digit 2 phalanx	Strong
Hey2		embryonic day 14.5	23	skin	Moderate
Dmbx1		embryonic day 14.5	23	medulla oblongata basal plate mantle layer	Strong
Fst		embryonic day 14.5	23	telencephalon mantle layer	Strong
Bmp4		embryonic day 14.5	23	stomach	Strong
Bmp4		embryonic day 14.5	23	diencephalon meninges	Moderate
Six1		embryonic day 14.5	23	diaphragm	Weak
Cdh1		embryonic day 14.5	23	upper arm skeletal muscle	Moderate
Fgf8		embryonic day 14.5	23	renal cortex	Weak
Dach1		embryonic day 14.5	23	left lung	Moderate
Dach1		embryonic day 14.5	23	pharynx mesenchyme	Strong
Dach1		embryonic day 14.5	23	renal cortex	Strong
Pax6		embryonic day 14.5	23	pons ventricular layer	Strong
Hoxb7		embryonic day 12.5	20	spinal ganglion	Weak
Pax6		embryonic day 18.5	26	telencephalon	Present
Twist1		embryonic day 9.5	15	limb mesenchyme	Strong
T	T<Wis> / T<Wis>	embryonic day 8.5	13	node	Absent
Wnt1		embryonic day 9.5	15	diencephalon	Present
Fgf8		embryonic day 10.5	17	forelimb bud apical ectodermal ridge	Present
Pax6		embryonic day 15.5	23	epithalamus	Present
Pax6		embryonic day 15.5	23	cerebral cortex	Strong
Rarb		embryonic day 13.5	21	olfactory epithelium	Strong
Foxa2		embryonic day 14.5	22	ureter	Absent
Itga4		embryonic day 14.5	22	telencephalon	Moderate
Gbx2		embryonic day 14.5	22	heart	Absent
Cdh1		embryonic day 14.5	22	appendicular skeleton	Absent
Tbx6		embryonic day 14.5	22	reproductive system	Absent
Grhl3		embryonic day 14.5	22	olfactory epithelium	Absent
Irx3		embryonic day 14.5	22	cranium	Absent
Epha7		embryonic day 14.5	22	basal forebrain	Strong
Epha7		embryonic day 14.5	22	meninges	Strong
Sik1		embryonic day 14.5	22	retina	Weak
Fgf4		embryonic day 7.5	11	embryo ectoderm	Present
Ephb3		embryonic day 9.5	15	1st branchial arch	Present
Epha2		embryonic day 9.0	14	caudal neuropore	Present
Bmp7		embryonic day 7.5	11	embryo mesoderm	Present
Tcf15	Tbx6<tm1Pa> / Tbx6<tm1Pa>	embryonic day 9.5	15	unsegmented mesenchyme	Absent
Foxa2		embryonic day 11.0	18	oesophagus	Present
Itga6		embryonic day 9.5	15	common atrial chamber cardiac muscle	Strong
Bmp4		embryonic day 12.5	20	jaw primordium mesenchyme	Present
Hey2		embryonic day 15.5	23	heart ventricle	Present
Hey1		embryonic day 8.5	13	1st branchial arch	Absent
Six1	Six1<tm1Mair> / Six1<+>	embryonic day 18.5	26	pituitary gland	Strong
Prrx2		embryonic day 6.5	9	embryo mesoderm	Present
Gbx1		embryonic day 9.5	15	future spinal cord	Weak
Bmp7		embryonic day 15.5	23	urinary bladder	Absent
Cdh11		embryonic day 15.5	23	metanephros pelvis	Present
Pdgfra		embryonic day 13.5	21	ureter urothelium	Absent
Itga4		embryonic day 13.5	21	testicular cords	Ambiguous
Aldh1a2		embryonic day 13.5	21	primitive bladder epithelium	Present
Meox1		embryonic day 15.5	23	ureteric trunk	Absent
Snai1		embryonic day 17.0	25	female reproductive system	Present
Hey2		postnatal day 84	28	efferent arteriole of mature renal corpuscle	Absent
Hey1		embryonic day 17.5	26	capillary loop renal corpuscle	Absent
Cdh1		embryonic day 17.5	26	ureteric tip	Present
Snai1		embryonic day 17.0	25	epithelial layer of seminal vesicle	Absent
Pax6		postnatal day 5	28	dentate gyrus granule cell layer	Weak
Pax6		postnatal day 5	28	dentate gyrus granule cell layer	Weak
Pax6		postnatal day 5	28	dentate gyrus granule cell layer	Weak
Pax6		postnatal day 5	28	dentate gyrus granule cell layer	Weak
Pax6		postnatal day 5	28	dentate gyrus granule cell layer	Weak
Otx2		embryonic day 8.0-8.5	13	future prosencephalon	Present
Egr2		embryonic day 9.5	15	rhombomere 05	Strong
Fgf8		embryonic day 8.5	12	future prosencephalon	Present
Dll1		embryonic day 10.5	17	mesonephros tubule	Present
Fst		embryonic day 7.5	11	primitive streak	Present
Fst		embryonic day 7.5	11	parietal endoderm	Present
Evx1		embryonic day 7.5	11	primitive streak	Present
Hoxb1		embryonic day 8.25	13	rhombomere 04	Present
Shh		embryonic day 11.5	19	maxillary process	Present
Crabp1		embryonic day 9.0	14	branchial arch	Present
Crabp1		embryonic day 9.0	14	head mesenchyme derived from neural crest	Present
